CompanyID;CompanyCode;MonthDescription;BusinessUnit;EffectiveDate;WeekNumberOfEffectiveDate;Planned_Released;FirmWO;PlannedWO;DailyCapacity;WeeklyCapacity;MonthlyCapacity;RequestDate;Rate_Hour;PrimaryUOM_Hour;ShortItemNumber;ItemDescription;WorkOrderQuantity;QuantityOrdered;WorkOrderNo;WOStatus;TypeOfRouting;
221;       11007;June;    07FILL01;06-17-22;25;9 812,50;0;9 813;16 942,50;84712,5;372735;06-17-22;3125;89,2857;28669;SF302853;280,36;280,36;0;;;
222;       11007;June;    07FILL01;06-17-22;25;146,28;0;146;16 942,50;84712,5;372735;06-17-22;332,4468;66,4894;75726;JK109882;29,26;29,26;0;;;
223;       11007;June;    07FILL01;06-17-22;25;301,89;0;302;16 942,50;84712,5;372735;06-17-22;343,0532;42,8816;75727;JK109884;37,74;37,74;0;;;
224;       11007;June;    07FILL01;06-17-22;25;45,05;0;45;16 942,50;84712,5;372735;06-17-22;346,5537;38,506;75728;JK109885;5,01;5,01;0;;;
225;       11007;June;    07FILL01;06-17-22;25;11,29;0;11;16 942,50;84712,5;372735;06-17-22;376,4115;41,8235;77062;BD302816;1,25;1,25;0;;;
226;       11007;June;    07FILL01;06-17-22;25;289,86;0;290;16 942,50;84712,5;372735;06-17-22;362,3188;60,3865;18151;BD302865;48,31;48,31;0;;;
227;       11007;June;    07FILL01;06-17-22;25;13,30;0;13;16 942,50;84712,5;372735;06-17-22;332,4468;66,4894;19146;BN109882;2,66;2,66;0;;;
228;       11007;June;    07FILL01;06-17-22;25;226,42;0;226;16 942,50;84712,5;372735;06-17-22;343,0532;42,8816;19147;BN109884;28,30;28,30;0;;;
229;       11007;June;    07FILL01;06-17-22;25;27,72;28;0;16 942,50;84712,5;372735;06-17-22;346,5537;38,506;19148;BN109885;3,08;3,08;1036170;10;M;
230;       11007;June;    07FILL01;06-17-22;25;540,62;541;0;16 942,50;84712,5;372735;06-17-22;346,5537;38,506;19148;BN109885;60,07;60,07;1036919;10;M;
231;       11007;June;    07FILL01;06-24-22;26;2 803,23;0;2 803;16 942,50;84712,5;372735;06-24-22;1347,7089;134,7709;27798;RN101886;280,32;280,32;0;;;
232;       11007;June;    07FILL01;06-24-22;26;30 000,00;0;30 000;16 942,50;84712,5;372735;06-24-22;2695,4178;134,7709;27800;RN101889;1 500,00;1 500,00;0;;;
233;       11007;June;    07FILL01;06-24-22;26;8 991,72;0;8 992;16 942,50;84712,5;372735;06-24-22;3762,2272;75,2445;27802;RN101899;179,83;179,83;0;;;
234;       11007;June;    07FILL01;06-24-22;26;3 099,13;0;3 099;16 942,50;84712,5;372735;06-24-22;2694,8989;96,2464;27801;RN101890;110,68;110,68;0;;;
235;       11007;June;    07FILL01;06-24-22;26;39,81;0;40;16 942,50;84712,5;372735;06-24-22;361,8818;60,3136;19902;CR302818;6,63;6,63;0;;;
236;       11007;June;    07FILL01;06-24-22;26;14 015,07;0;14 015;16 942,50;84712,5;372735;06-24-22;3767,4919;107,6426;27797;RN101854;400,43;400,43;0;;;
237;       11007;June;    07FILL01;06-24-22;26;540,62;0;541;16 942,50;84712,5;372735;06-24-22;346,5537;38,506;27807;RN103885;60,07;60,07;0;;;
238;       11007;June;    07FILL01;06-24-22;26;264,83;0;265;16 942,50;84712,5;372735;06-24-22;2648,3051;105,9322;28667;SF302850;10,59;10,59;0;;;
239;       11007;June;    07FILL01;06-24-22;26;968,75;0;969;16 942,50;84712,5;372735;06-24-22;3125;89,2857;28669;SF302853;27,68;27,68;0;;;
240;       11007;June;    07FILL01;06-24-22;26;9 812,50;0;9 813;16 942,50;84712,5;372735;06-24-22;3125;89,2857;28669;SF302853;280,36;280,36;0;;;
241;       11007;June;    07FILL01;06-24-22;26;146,28;0;146;16 942,50;84712,5;372735;06-24-22;332,4468;66,4894;75726;JK109882;29,26;29,26;0;;;
242;       11007;June;    07FILL01;06-24-22;26;301,89;0;302;16 942,50;84712,5;372735;06-24-22;343,0532;42,8816;75727;JK109884;37,74;37,74;0;;;
243;       11007;June;    07FILL01;06-24-22;26;45,05;0;45;16 942,50;84712,5;372735;06-24-22;346,5537;38,506;75728;JK109885;5,01;5,01;0;;;
244;       11007;June;    07FILL01;06-24-22;26;11,29;0;11;16 942,50;84712,5;372735;06-24-22;376,4115;41,8235;77062;BD302816;1,25;1,25;0;;;
245;       11007;June;    07FILL01;06-24-22;26;289,86;0;290;16 942,50;84712,5;372735;06-24-22;362,3188;60,3865;18151;BD302865;48,31;48,31;0;;;
246;       11007;June;    07FILL01;06-24-22;26;13,30;0;13;16 942,50;84712,5;372735;06-24-22;332,4468;66,4894;19146;BN109882;2,66;2,66;0;;;
247;       11007;June;    07FILL01;06-24-22;26;226,42;0;226;16 942,50;84712,5;372735;06-24-22;343,0532;42,8816;19147;BN109884;28,30;28,30;0;;;
248;       11007;June;    07FILL02;06-24-22;26;159,48;0;159;967,50;4837,5;21285;06-24-22;108,4893;27,1223;28536;RU106880;39,87;39,87;0;;;
249;       11007;July;    07FILL01;07-01-22;27;2 803,23;0;2 803;16 942,50;84712,5;338850;07-01-22;1347,7089;134,7709;27798;RN101886;280,32;280,32;0;;;
250;       11007;July;    07FILL01;07-01-22;27;2 803,23;0;2 803;16 942,50;84712,5;338850;07-01-22;1347,7089;134,7709;27798;RN101886;280,32;280,32;0;;;
251;       11007;July;    07FILL01;07-01-22;27;3 635,71;0;3 636;16 942,50;84712,5;338850;07-01-22;1341,5893;103,1992;27799;RN101888;279,67;279,67;0;;;
252;       11007;July;    07FILL01;07-01-22;27;34 016,17;0;34 016;16 942,50;84712,5;338850;07-01-22;2695,4178;134,7709;27800;RN101889;1 700,81;1 700,81;0;;;
253;       11007;July;    07FILL01;07-01-22;27;10 233,26;0;10 233;16 942,50;84712,5;338850;07-01-22;3762,2272;75,2445;27802;RN101899;204,67;204,67;0;;;
254;       11007;July;    07FILL01;07-01-22;27;3 358,49;0;3 358;16 942,50;84712,5;338850;07-01-22;343,0532;42,8816;27806;RN103884;419,81;419,81;0;;;
255;       11007;July;    07FILL01;07-01-22;27;3 530,32;0;3 530;16 942,50;84712,5;338850;07-01-22;2694,8989;96,2464;27801;RN101890;126,08;126,08;0;;;
256;       11007;July;    07FILL01;07-01-22;27;39,81;0;40;16 942,50;84712,5;338850;07-01-22;361,8818;60,3136;19902;CR302818;6,63;6,63;0;;;
257;       11007;July;    07FILL01;07-01-22;27;14 015,07;0;14 015;16 942,50;84712,5;338850;07-01-22;3767,4919;107,6426;27797;RN101854;400,43;400,43;0;;;
258;       11007;July;    07FILL01;07-01-22;27;599,54;0;600;16 942,50;84712,5;338850;07-01-22;346,5537;38,506;27807;RN103885;66,62;66,62;0;;;
259;       11007;July;    07FILL01;07-01-22;27;264,83;0;265;16 942,50;84712,5;338850;07-01-22;2648,3051;105,9322;28667;SF302850;10,59;10,59;0;;;
260;       11007;July;    07FILL01;07-01-22;27;7 843,75;0;7 844;16 942,50;84712,5;338850;07-01-22;3125;89,2857;28669;SF302853;224,11;224,11;0;;;
261;       11007;July;    07FILL01;07-01-22;27;166,22;0;166;16 942,50;84712,5;338850;07-01-22;332,4468;66,4894;75726;JK109882;33,24;33,24;0;;;
262;       11007;July;    07FILL01;07-01-22;27;343,05;0;343;16 942,50;84712,5;338850;07-01-22;343,0532;42,8816;75727;JK109884;42,88;42,88;0;;;
263;       11007;July;    07FILL01;07-01-22;27;51,98;0;52;16 942,50;84712,5;338850;07-01-22;346,5537;38,506;75728;JK109885;5,78;5,78;0;;;
264;       11007;July;    07FILL01;07-01-22;27;11,29;0;11;16 942,50;84712,5;338850;07-01-22;376,4115;41,8235;77062;BD302816;1,25;1,25;0;;;
265;       11007;July;    07FILL01;07-01-22;27;286,23;0;286;16 942,50;84712,5;338850;07-01-22;362,3188;60,3865;18151;BD302865;47,71;47,71;0;;;
266;       11007;July;    07FILL01;07-01-22;27;16,62;0;17;16 942,50;84712,5;338850;07-01-22;332,4468;66,4894;19146;BN109882;3,32;3,32;0;;;
267;       11007;July;    07FILL01;07-01-22;27;257,29;0;257;16 942,50;84712,5;338850;07-01-22;343,0532;42,8816;19147;BN109884;32,16;32,16;0;;;
268;       11007;July;    07FILL02;07-01-22;27;159,48;0;159;967,50;4837,5;19350;07-01-22;108,4893;27,1223;28536;RU106880;39,87;39,87;0;;;
269;       11007;July;    07FILL01;07-08-22;28;2 803,23;0;2 803;16 942,50;67770;338850;07-08-22;1347,7089;134,7709;27798;RN101886;280,32;280,32;0;;;
270;       11007;July;    07FILL01;07-08-22;28;3 635,71;0;3 636;16 942,50;67770;338850;07-08-22;1341,5893;103,1992;27799;RN101888;279,67;279,67;0;;;
271;       11007;July;    07FILL01;07-08-22;28;33 962,26;0;33 962;16 942,50;67770;338850;07-08-22;2695,4178;134,7709;27800;RN101889;1 698,11;1 698,11;0;;;
272;       11007;July;    07FILL01;07-08-22;28;10 233,26;0;10 233;16 942,50;67770;338850;07-08-22;3762,2272;75,2445;27802;RN101899;204,67;204,67;0;;;
273;       11007;July;    07FILL01;07-08-22;28;3 358,49;0;3 358;16 942,50;67770;338850;07-08-22;343,0532;42,8816;27806;RN103884;419,81;419,81;0;;;
274;       11007;July;    07FILL01;07-08-22;28;3 530,32;0;3 530;16 942,50;67770;338850;07-08-22;2694,8989;96,2464;27801;RN101890;126,08;126,08;0;;;
275;       11007;July;    07FILL01;07-08-22;28;39,81;0;40;16 942,50;67770;338850;07-08-22;361,8818;60,3136;19902;CR302818;6,63;6,63;0;;;
276;       11007;July;    07FILL01;07-08-22;28;14 015,07;0;14 015;16 942,50;67770;338850;07-08-22;3767,4919;107,6426;27797;RN101854;400,43;400,43;0;;;
277;       11007;July;    07FILL01;07-08-22;28;616,87;0;617;16 942,50;67770;338850;07-08-22;346,5537;38,506;27807;RN103885;68,54;68,54;0;;;
278;       11007;July;    07FILL01;07-08-22;28;264,83;0;265;16 942,50;67770;338850;07-08-22;2648,3051;105,9322;28667;SF302850;10,59;10,59;0;;;
279;       11007;July;    07FILL01;07-08-22;28;7 343,75;0;7 344;16 942,50;67770;338850;07-08-22;3125;89,2857;28669;SF302853;209,82;209,82;0;;;
280;       11007;July;    07FILL01;07-08-22;28;166,22;0;166;16 942,50;67770;338850;07-08-22;332,4468;66,4894;75726;JK109882;33,24;33,24;0;;;
281;       11007;July;    07FILL01;07-08-22;28;343,05;0;343;16 942,50;67770;338850;07-08-22;343,0532;42,8816;75727;JK109884;42,88;42,88;0;;;
282;       11007;July;    07FILL01;07-08-22;28;51,98;0;52;16 942,50;67770;338850;07-08-22;346,5537;38,506;75728;JK109885;5,78;5,78;0;;;
283;       11007;July;    07FILL01;07-08-22;28;11,29;0;11;16 942,50;67770;338850;07-08-22;376,4115;41,8235;77062;BD302816;1,25;1,25;0;;;
284;       11007;July;    07FILL01;07-08-22;28;286,23;0;286;16 942,50;67770;338850;07-08-22;362,3188;60,3865;18151;BD302865;47,71;47,71;0;;;
285;       11007;July;    07FILL01;07-08-22;28;16,62;0;17;16 942,50;67770;338850;07-08-22;332,4468;66,4894;19146;BN109882;3,32;3,32;0;;;
286;       11007;July;    07FILL01;07-08-22;28;257,29;0;257;16 942,50;67770;338850;07-08-22;343,0532;42,8816;19147;BN109884;32,16;32,16;0;;;
287;       11007;July;    07FILL01;07-08-22;28;6,93;0;7;16 942,50;67770;338850;07-08-22;346,5537;38,506;19148;BN109885;0,77;0,77;0;;;
288;       11007;July;    07FILL01;07-08-22;28;27,72;28;0;16 942,50;67770;338850;07-08-22;346,5537;38,506;19148;BN109885;3,08;3,08;1036928;10;M;
289;       11007;July;    07FILL01;07-15-22;29;2 803,23;0;2 803;16 942,50;84712,5;338850;07-15-22;1347,7089;134,7709;27798;RN101886;280,32;280,32;0;;;
290;       11007;July;    07FILL01;07-15-22;29;2 803,23;0;2 803;16 942,50;84712,5;338850;07-15-22;1347,7089;134,7709;27798;RN101886;280,32;280,32;0;;;
291;       11007;July;    07FILL01;07-15-22;29;3 635,71;0;3 636;16 942,50;84712,5;338850;07-15-22;1341,5893;103,1992;27799;RN101888;279,67;279,67;0;;;
292;       11007;July;    07FILL01;07-15-22;29;34 016,17;0;34 016;16 942,50;84712,5;338850;07-15-22;2695,4178;134,7709;27800;RN101889;1 700,81;1 700,81;0;;;
293;       11007;July;    07FILL01;07-15-22;29;10 233,26;0;10 233;16 942,50;84712,5;338850;07-15-22;3762,2272;75,2445;27802;RN101899;204,67;204,67;0;;;
294;       11007;July;    07FILL01;07-15-22;29;3 530,32;0;3 530;16 942,50;84712,5;338850;07-15-22;2694,8989;96,2464;27801;RN101890;126,08;126,08;0;;;
295;       11007;July;    07FILL01;07-15-22;29;176,74;0;177;16 942,50;84712,5;338850;07-15-22;346,5537;38,506;19148;BN109885;19,64;19,64;0;;;
296;       11007;July;    07FILL01;07-15-22;29;39,81;0;40;16 942,50;84712,5;338850;07-15-22;361,8818;60,3136;19902;CR302818;6,63;6,63;0;;;
297;       11007;July;    07FILL01;07-15-22;29;6 000,00;0;6 000;16 942,50;84712,5;338850;07-15-22;2362,2047;78,7402;25198;MT201825;200,00;200,00;0;;;
298;       11007;July;    07FILL01;07-15-22;29;616,87;0;617;16 942,50;84712,5;338850;07-15-22;346,5537;38,506;27807;RN103885;68,54;68,54;0;;;
299;       11007;July;    07FILL01;07-15-22;29;264,83;0;265;16 942,50;84712,5;338850;07-15-22;2648,3051;105,9322;28667;SF302850;10,59;10,59;0;;;
300;       11007;July;    07FILL01;07-15-22;29;7 843,75;0;7 844;16 942,50;84712,5;338850;07-15-22;3125;89,2857;28669;SF302853;224,11;224,11;0;;;
301;       11007;July;    07FILL01;07-15-22;29;166,22;0;166;16 942,50;84712,5;338850;07-15-22;332,4468;66,4894;75726;JK109882;33,24;33,24;0;;;
302;       11007;July;    07FILL01;07-15-22;29;343,05;0;343;16 942,50;84712,5;338850;07-15-22;343,0532;42,8816;75727;JK109884;42,88;42,88;0;;;
303;       11007;July;    07FILL01;07-15-22;29;51,98;0;52;16 942,50;84712,5;338850;07-15-22;346,5537;38,506;75728;JK109885;5,78;5,78;0;;;
304;       11007;July;    07FILL01;07-15-22;29;11,29;0;11;16 942,50;84712,5;338850;07-15-22;376,4115;41,8235;77062;BD302816;1,25;1,25;0;;;
305;       11007;July;    07FILL01;07-15-22;29;286,23;0;286;16 942,50;84712,5;338850;07-15-22;362,3188;60,3865;18151;BD302865;47,71;47,71;0;;;
306;       11007;July;    07FILL01;07-15-22;29;16,62;0;17;16 942,50;84712,5;338850;07-15-22;332,4468;66,4894;19146;BN109882;3,32;3,32;0;;;
307;       11007;July;    07FILL01;07-15-22;29;257,29;0;257;16 942,50;84712,5;338850;07-15-22;343,0532;42,8816;19147;BN109884;32,16;32,16;0;;;
308;       11007;July;    07FILL02;07-15-22;29;159,48;0;159;967,50;4837,5;19350;07-15-22;108,4893;27,1223;28536;RU106880;39,87;39,87;0;;;
309;       11007;July;    07FILL02;07-15-22;29;240,04;0;240;967,50;4837,5;19350;07-15-22;94,5031;15,7505;28539;RU106896;40,01;40,01;0;;;
310;       11007;July;    07FILL01;07-15-22;29;2 001,33;2 001;0;16 942,50;84712,5;338850;07-15-22;332,4468;66,4894;27804;RN103882;400,27;400,27;1036934;10;M;
311;       11007;July;    07FILL01;07-22-22;30;2 803,23;0;2 803;16 942,50;84712,5;338850;07-22-22;1347,7089;134,7709;27798;RN101886;280,32;280,32;0;;;
312;       11007;July;    07FILL01;07-22-22;30;3 635,71;0;3 636;16 942,50;84712,5;338850;07-22-22;1341,5893;103,1992;27799;RN101888;279,67;279,67;0;;;
313;       11007;July;    07FILL01;07-22-22;30;970,35;0;970;16 942,50;84712,5;338850;07-22-22;2695,4178;134,7709;27800;RN101889;48,52;48,52;0;;;
314;       11007;July;    07FILL01;07-22-22;30;10 233,26;0;10 233;16 942,50;84712,5;338850;07-22-22;3762,2272;75,2445;27802;RN101899;204,67;204,67;0;;;
315;       11007;July;    07FILL01;07-22-22;30;1 999,13;0;1 999;16 942,50;84712,5;338850;07-22-22;437,4453;87,4891;27803;RN103881;399,83;399,83;0;;;
316;       11007;July;    07FILL01;07-22-22;30;3 358,49;0;3 358;16 942,50;84712,5;338850;07-22-22;343,0532;42,8816;27806;RN103884;419,81;419,81;0;;;
317;       11007;July;    07FILL01;07-22-22;30;34 016,17;0;34 016;16 942,50;84712,5;338850;07-22-22;2695,4178;134,7709;27800;RN101889;1 700,81;1 700,81;0;;;
318;       11007;July;    07FILL01;07-22-22;30;3 530,32;0;3 530;16 942,50;84712,5;338850;07-22-22;2694,8989;96,2464;27801;RN101890;126,08;126,08;0;;;
319;       11007;July;    07FILL01;07-22-22;30;176,74;0;177;16 942,50;84712,5;338850;07-22-22;346,5537;38,506;19148;BN109885;19,64;19,64;0;;;
320;       11007;July;    07FILL01;07-22-22;30;39,81;0;40;16 942,50;84712,5;338850;07-22-22;361,8818;60,3136;19902;CR302818;6,63;6,63;0;;;
321;       11007;July;    07FILL01;07-22-22;30;14 015,07;0;14 015;16 942,50;84712,5;338850;07-22-22;3767,4919;107,6426;27797;RN101854;400,43;400,43;0;;;
322;       11007;July;    07FILL01;07-22-22;30;616,87;0;617;16 942,50;84712,5;338850;07-22-22;346,5537;38,506;27807;RN103885;68,54;68,54;0;;;
323;       11007;July;    07FILL01;07-22-22;30;264,83;0;265;16 942,50;84712,5;338850;07-22-22;2648,3051;105,9322;28667;SF302850;10,59;10,59;0;;;
324;       11007;July;    07FILL01;07-22-22;30;7 343,75;0;7 344;16 942,50;84712,5;338850;07-22-22;3125;89,2857;28669;SF302853;209,82;209,82;0;;;
325;       11007;July;    07FILL01;07-22-22;30;166,22;0;166;16 942,50;84712,5;338850;07-22-22;332,4468;66,4894;75726;JK109882;33,24;33,24;0;;;
326;       11007;July;    07FILL01;07-22-22;30;343,05;0;343;16 942,50;84712,5;338850;07-22-22;343,0532;42,8816;75727;JK109884;42,88;42,88;0;;;
327;       11007;July;    07FILL01;07-22-22;30;51,98;0;52;16 942,50;84712,5;338850;07-22-22;346,5537;38,506;75728;JK109885;5,78;5,78;0;;;
328;       11007;July;    07FILL01;07-22-22;30;11,29;0;11;16 942,50;84712,5;338850;07-22-22;376,4115;41,8235;77062;BD302816;1,25;1,25;0;;;
329;       11007;July;    07FILL01;07-22-22;30;286,23;0;286;16 942,50;84712,5;338850;07-22-22;362,3188;60,3865;18151;BD302865;47,71;47,71;0;;;
330;       11007;July;    07FILL01;07-22-22;30;16,62;0;17;16 942,50;84712,5;338850;07-22-22;332,4468;66,4894;19146;BN109882;3,32;3,32;0;;;
331;       11007;July;    07FILL01;07-22-22;30;257,29;0;257;16 942,50;84712,5;338850;07-22-22;343,0532;42,8816;19147;BN109884;32,16;32,16;0;;;
332;       11007;July;    07FILL02;07-22-22;30;320,05;0;320;967,50;4837,5;19350;07-22-22;126,0041;15,7505;28540;RU106897;40,01;40,01;0;;;
